design_id,K,n,t_up,t_down,alpha,delay_kd,dynamic_range,t10_90,t50,overshoot
D0142,0.06772812582654945,3.136284177176271,11.14366398738619,0.19158396843542472,0.042275364881740315,2.527146617051116,0.9491805061208756,43.3204665972907,19.160463050517727,0.9301084145038367
D0143,0.506196169753925,0.8803227267478394,6.954847706183857,0.2146705863418153,0.043272035391087274,1.0535527298373406,0.6071899787107206,44.77201079244273,21.132061850950734,0.5924260444755582
D0144,0.5435062940077081,1.7050294177156053,3.7013362740563136,0.455698182897818,0.0437432777923116,1.6291121013841035,0.7002485996544359,43.008304701154955,20.61758744729283,0.6851060932832752
D0145,0.12205180717394419,2.942762248386919,9.080325198961406,0.1972089431865997,0.04707626618312596,1.0963823282038119,0.9603088621602269,40.92868275039797,17.294532194323473,0.9441114794397062
D0146,0.537057066055057,3.087175625289026,6.307964159786641,0.17480460053475716,0.04383130662548106,3.1280454883055056,0.8161848132272269,43.10014293542292,25.91583846042413,0.7942595944839274
D0147,0.2399947614769702,1.8862270702085802,3.925877740522326,1.0917970051213717,0.034319508147847046,2.6668907166167912,0.8503847647842352,47.296133042883845,22.731926830307607,0.8250991031862146
D0148,0.19435578371639506,2.5061467526504715,5.811350465597416,0.22015584548817851,0.04314115456380714,1.8100493226700982,0.9341227661947362,43.005885149501374,19.381258923049955,0.9149370021386863
D0149,0.449143901955663,1.607989566740843,12.19327202842837,0.7266222264940924,0.04295389930539451,2.7736478609896973,0.7118269710200396,46.25760178375348,28.138047383595186,0.6865780772313366
D0150,0.39597314288569163,2.3092136656667863,8.663922393671562,0.35135172578170515,0.048850918715239014,2.372288812512319,0.8505001159082111,42.1786228322246,23.76316335874897,0.831037263847624
D0151,0.18463597978310065,2.4876837121518687,9.72279272243035,0.5200564756023958,0.047419611261345064,1.5953061891454001,0.9444275089296162,41.31525597687612,19.512831849416948,0.9268123457978106
